Product_ID,Sale_Date,Sales_Rep,Region,Sales_Amount,Quantity_Sold,Product_Category,Unit_Cost,Unit_Price,Customer_Type,Discount,Payment_Method,Sales_Channel,Region_and_Sales_Rep,Year,Month,Weekday,Profit,Profit_Margin_Percent,Discount_Amount,Sales_Performance_Category
1081,2023-07-02,David,East,3068.03,41,Furniture,2782.08,2879.24,New,0.21,Bank Transfer,Online,East-David,2023.0,Jul,Sunday,3983.56,129.84,24790.26,Low Sales
1036,,David,North,6499.94,49,Clothing,1247.1,1429.4399999999998,New,0.16,Cash,Online,North-David,,,,8934.66,137.46,11206.81,Medium Sales
1050,,Charlie,East,9744.52,35,Clothing,2158.69,2384.38,Returning,0.09,Bank Transfer,Retail,East-Charlie,,,,7899.15,81.06,7510.8,High Sales
1004,,Eve,North,8485.9,11,Clothing,4840.33,4884.29,New,0.13,Cash,Online,North-Eve,,,,483.56,5.7,6984.53,High Sales
1002,,David,North,333.59,24,Furniture,3305.94,3599.27,New,0.09,Credit Card,Retail,North-David,,,,7039.92,2110.35,7774.42,Low Sales
1006,,Bob,North,8995.75,49,Food,2843.76,3146.6000000000004,New,0.08,Cash,Retail,North-Bob,,,,14839.16,164.96,12334.67,High Sales
1054,2023-10-06,Bob,South,7853.66,21,Furniture,4668.14,5040.22,New,0.05,Bank Transfer,Online,South-Bob,2023.0,Oct,Friday,7813.68,99.49,5292.23,High Sales
1004,,Alice,West,7825.72,2,Electronics,2953.23,2977.52,Returning,0.11,Credit Card,Retail,West-Alice,,,,48.58,0.62,655.05,High Sales
1054,2023-10-01,Eve,South,4634.16,40,Furniture,2654.11,2929.32,Returning,0.08,Cash,Online,South-Eve,2023.0,Oct,Sunday,11008.4,237.55,9373.82,Medium Sales
1093,,David,West,4040.25,19,Electronics,3808.59,3844.51,New,0.21,Credit Card,Online,West-David,,,,682.48,16.89,15339.59,Medium Sales
1063,,Bob,West,3098.87,39,Food,3577.69,3931.25,Returning,0.21,Cash,Retail,West-Bob,,,,13788.84,444.96,32196.94,Low Sales
1018,,Eve,North,750.38,28,Clothing,1006.14,1043.45,New,0.15,Bank Transfer,Retail,North-Eve,,,,1044.68,139.22,4382.49,Low Sales
1090,,Alice,East,2359.53,17,Clothing,2382.98,2839.73,Returning,0.23,Bank Transfer,Retail,East-Alice,,,,7764.75,329.08,11103.34,Low Sales
1044,,Charlie,North,2541.38,6,Furniture,2388.95,2742.97,Returning,0.25,Credit Card,Retail,North-Charlie,,,,2124.12,83.58,4114.46,Low Sales
1034,2023-10-05,Eve,East,4892.36,19,Clothing,1922.21,2180.83,Returning,0.17,Credit Card,Retail,East-Eve,2023.0,Oct,Thursday,4913.78,100.44,7044.08,Medium Sales
1074,,Eve,West,7499.7,38,Food,2610.6,2836.94,Returning,0.19,Credit Card,Online,West-Eve,,,,8600.92,114.68,20482.71,High Sales
1062,,Charlie,North,4790.72,28,Clothing,2094.88,2168.9100000000003,Returning,0.08,Cash,Retail,North-Charlie,,,,2072.84,43.27,4858.36,Medium Sales
1100,,Eve,East,672.66,2,Furniture,1036.76,1189.35,New,0.27,Bank Transfer,Online,East-Eve,,,,305.18,45.37,642.25,Low Sales
1014,2023-11-04,Alice,South,9582.12,38,Food,2091.21,2527.0,Returning,0.01,Credit Card,Online,South-Alice,2023.0,Nov,Saturday,16560.02,172.82,960.26,High Sales
1095,,Alice,East,9432.97,37,Electronics,407.77,860.95,New,0.1,Credit Card,Retail,East-Alice,,,,16767.66,177.76,3185.52,High Sales
1048,,Charlie,North,7873.38,4,Furniture,2900.14,2910.51,New,0.22,Credit Card,Retail,North-Charlie,,,,41.48,0.53,2561.25,High Sales
1015,,David,South,9914.15,22,Electronics,4275.59,4576.72,Returning,0.02,Cash,Retail,South-David,,,,6624.86,66.82,2013.76,High Sales
1072,2023-07-02,Bob,East,5490.38,26,Food,3640.17,4002.63,New,0.05,Credit Card,Retail,East-Bob,2023.0,Jul,Sunday,9423.96,171.64,5203.42,Medium Sales
1078,2023-04-04,David,East,9631.41,49,Furniture,1833.95,2147.14,Returning,0.18,Credit Card,Retail,East-David,2023.0,Apr,Tuesday,15346.31,159.34,18937.77,High Sales
1087,2023-05-04,Eve,East,848.49,43,Furniture,481.0,531.02,New,0.17,Cash,Online,East-Eve,2023.0,May,Thursday,2150.86,253.49,3881.76,Low Sales
1062,2023-01-11,Bob,East,3720.24,36,Food,1050.64,1167.3300000000002,New,0.22,Cash,Online,East-Bob,2023.0,Jan,Wednesday,4200.84,112.92,9245.25,Medium Sales
1040,2023-10-03,Charlie,East,2331.27,13,Clothing,2750.18,2882.85,Returning,0.24,Credit Card,Online,East-Charlie,2023.0,Oct,Tuesday,1724.71,73.98,8994.49,Low Sales
1085,,Charlie,South,2038.75,32,Furniture,1074.93,1492.48,Returning,0.04,Credit Card,Retail,South-Charlie,,,,13361.6,655.38,1910.37,Low Sales
1080,,Bob,West,1493.95,17,Furniture,2742.67,2979.64,Returning,0.01,Cash,Retail,West-Bob,,,,4028.49,269.65,506.54,Low Sales
1082,,Alice,South,6261.9,41,Electronics,1196.42,1444.97,Returning,0.21,Bank Transfer,Online,South-Alice,,,,10190.55,162.74,12441.19,Medium Sales
1053,,Bob,South,7835.09,36,Clothing,4252.17,4720.27,New,0.09,Cash,Retail,South-Bob,,,,16851.6,215.08,15293.67,High Sales
1024,,Eve,South,5825.15,46,Electronics,2016.49,2338.66,Returning,0.19,Bank Transfer,Retail,South-Eve,,,,14819.82,254.41,20439.89,Medium Sales
1026,2023-04-02,Alice,West,1554.93,19,Electronics,1265.48,1715.83,New,0.05,Credit Card,Retail,West-Alice,2023.0,Apr,Sunday,8556.65,550.29,1630.04,Low Sales
1089,2023-01-01,Charlie,North,8130.13,35,Clothing,4071.01,4304.7,New,0.14,Credit Card,Online,North-Charlie,2023.0,Jan,Sunday,8179.15,100.6,21093.03,High Sales
1060,,Bob,West,6395.95,46,Clothing,1747.05,1830.27,New,0.15,Bank Transfer,Retail,West-Bob,,,,3828.12,59.85,12628.86,Medium Sales
1041,,David,South,3942.84,40,Food,601.86,1067.53,New,0.18,Cash,Online,South-David,,,,18626.8,472.42,7686.22,Medium Sales
1029,2023-01-03,David,East,6773.89,28,Clothing,2873.53,3108.3,New,0.15,Credit Card,Retail,East-David,2023.0,Jan,Tuesday,6573.56,97.04,13054.86,High Sales
1015,,Eve,East,2673.06,1,Furniture,2928.74,3027.74,New,0.15,Bank Transfer,Retail,East-Eve,,,,99.0,3.7,454.16,Low Sales
1045,,David,South,3517.4,42,Clothing,3587.74,3745.91,Returning,0.1,Cash,Online,South-David,,,,6643.14,188.87,15732.82,Medium Sales
1065,,Bob,East,9183.11,18,Food,1239.09,1273.98,New,0.02,Bank Transfer,Retail,East-Bob,,,,628.02,6.84,458.63,High Sales
1089,,Bob,South,2975.99,48,Food,2246.67,2486.14,New,0.03,Cash,Retail,South-Bob,,,,11494.56,386.24,3580.04,Low Sales
1071,,David,East,4752.88,40,Food,1447.72,1875.75,New,0.13,Cash,Retail,East-David,,,,17121.2,360.23,9753.9,Medium Sales
1009,,Bob,West,8912.4,33,Clothing,450.72,918.17,Returning,0.11,Cash,Online,West-Bob,,,,15425.85,173.08,3332.96,High Sales
1088,,Eve,North,7106.44,12,Clothing,4389.24,4856.219999999999,Returning,0.15,Cash,Retail,North-Eve,,,,5603.76,78.85,8741.2,High Sales
1001,2023-12-11,Alice,North,715.81,8,Electronics,3657.91,3729.27,New,0.09,Bank Transfer,Retail,North-Alice,2023.0,Dec,Monday,570.88,79.75,2685.07,Low Sales
1008,,Eve,West,1558.3,24,Electronics,1542.24,1739.45,Returning,0.21,Bank Transfer,Retail,West-Eve,,,,4733.04,303.73,8766.83,Low Sales
1088,,Eve,West,177.63,16,Furniture,3016.9,3040.73,New,0.26,Bank Transfer,Retail,West-Eve,,,,381.28,214.65,12649.44,Low Sales
1063,2023-01-08,Bob,South,6346.13,4,Electronics,1046.26,1475.29,Returning,0.09,Bank Transfer,Retail,South-Bob,2023.0,Jan,Sunday,1716.12,27.04,531.1,Medium Sales
1011,,Alice,South,4531.97,38,Furniture,4456.67,4642.46,New,0.06,Bank Transfer,Online,South-Alice,,,,7060.02,155.78,10584.81,Medium Sales
1081,2023-05-01,Bob,South,1429.32,44,Food,618.79,938.04,Returning,0.03,Cash,Online,South-Bob,2023.0,May,Monday,14047.0,982.78,1238.21,Low Sales
1008,2023-05-12,Charlie,East,9583.55,27,Electronics,68.99,429.29,Returning,0.18,Credit Card,Retail,East-Charlie,2023.0,May,Friday,9728.1,101.51,2086.35,High Sales
1035,,Bob,South,5343.63,9,Clothing,2534.94,2755.56,Returning,0.13,Credit Card,Retail,South-Bob,,,,1985.58,37.16,3224.01,Medium Sales
1035,2023-03-03,Bob,West,2494.74,47,Electronics,2936.48,3096.64,New,0.06,Bank Transfer,Online,West-Bob,2023.0,Mar,Friday,7527.52,301.74,8732.52,Low Sales
1033,2023-12-05,Bob,North,5055.98,16,Furniture,2915.88,3397.36,New,0.2,Bank Transfer,Retail,North-Bob,2023.0,Dec,Tuesday,7703.68,152.37,10871.55,Medium Sales
1005,,Alice,East,6828.24,12,Electronics,319.83,802.4300000000001,New,0.04,Credit Card,Retail,East-Alice,,,,5791.2,84.81,385.17,High Sales
1041,,Bob,South,854.77,31,Food,1604.52,1756.34,Returning,0.17,Cash,Retail,South-Bob,,,,4706.42,550.61,9255.91,Low Sales
1028,2023-11-02,Alice,East,2819.57,24,Clothing,2521.03,2766.05,Returning,0.16,Bank Transfer,Retail,East-Alice,2023.0,Nov,Thursday,5880.48,208.56,10621.63,Low Sales
1007,,David,East,8088.96,14,Furniture,1122.07,1608.76,New,0.22,Cash,Retail,East-David,,,,6813.66,84.23,4954.98,High Sales
1073,,Charlie,South,4650.68,45,Clothing,4369.5,4381.89,Returning,0.02,Credit Card,Retail,South-Charlie,,,,557.55,11.99,3943.7,Medium Sales
1072,,Alice,East,5511.11,25,Clothing,481.19,693.4,New,0.27,Credit Card,Retail,East-Alice,,,,5305.25,96.26,4680.45,Medium Sales
1012,,David,North,4384.88,34,Furniture,2462.55,2521.77,New,0.21,Bank Transfer,Retail,North-David,,,,2013.48,45.92,18005.44,Medium Sales
1034,,Alice,West,534.61,3,Clothing,3472.51,3732.0,New,0.06,Cash,Online,West-Alice,,,,778.47,145.61,671.76,Low Sales
1033,,Alice,West,1740.92,24,Clothing,1345.67,1367.76,New,0.06,Bank Transfer,Online,West-Alice,,,,530.16,30.45,1969.57,Low Sales
1048,,Charlie,North,4510.86,42,Electronics,3139.99,3349.37,Returning,0.13,Credit Card,Retail,North-Charlie,,,,8793.96,194.95,18287.56,Medium Sales
1023,,Eve,East,2170.94,9,Clothing,4155.46,4273.6,Returning,0.25,Cash,Retail,East-Eve,,,,1063.26,48.98,9615.6,Low Sales
1062,2023-05-05,Eve,South,594.79,26,Clothing,992.17,1263.49,Returning,0.25,Bank Transfer,Retail,South-Eve,2023.0,May,Friday,7054.32,1186.02,8212.68,Low Sales
1088,,Alice,East,8452.13,20,Clothing,4590.24,5088.28,New,0.16,Bank Transfer,Retail,East-Alice,,,,9960.8,117.85,16282.5,High Sales
1037,,Bob,North,9813.81,40,Clothing,2790.11,3192.37,Returning,0.26,Bank Transfer,Online,North-Bob,,,,16090.4,163.96,33200.65,High Sales
1099,2023-04-03,David,East,7952.11,10,Furniture,1531.2,1955.56,New,0.0,Credit Card,Online,East-David,2023.0,Apr,Monday,4243.6,53.36,0.0,High Sales
1044,,Bob,West,8552.47,19,Food,2182.75,2504.03,New,0.01,Bank Transfer,Online,West-Bob,,,,6104.32,71.37,475.77,High Sales
1086,2023-02-06,Bob,East,2495.57,3,Electronics,1595.35,1625.7099999999998,New,0.27,Cash,Online,East-Bob,2023.0,Feb,Monday,91.08,3.65,1316.83,Low Sales
1091,,Alice,North,9610.21,24,Clothing,3639.3,3750.63,New,0.23,Bank Transfer,Retail,North-Alice,,,,2671.92,27.8,20703.48,High Sales
1035,,Alice,West,2049.56,5,Clothing,3991.69,4454.97,New,0.14,Credit Card,Retail,West-Alice,,,,2316.4,113.02,3118.48,Low Sales
1065,2023-05-11,Alice,East,9519.16,3,Furniture,4173.04,4362.44,New,0.23,Bank Transfer,Retail,East-Alice,2023.0,May,Thursday,568.2,5.97,3010.08,High Sales
1099,,Alice,East,9948.71,27,Food,4929.55,4990.33,Returning,0.29,Credit Card,Online,East-Alice,,,,1641.06,16.5,39074.28,High Sales
1047,,Eve,West,7146.06,16,Clothing,3966.86,4321.04,Returning,0.23,Credit Card,Retail,West-Eve,,,,5666.88,79.3,15901.43,High Sales
1078,2023-08-02,Alice,South,9813.32,49,Furniture,3026.85,3183.58,Returning,0.25,Cash,Retail,South-Alice,2023.0,Aug,Wednesday,7679.77,78.26,38998.85,High Sales
1003,,Eve,West,5738.44,15,Electronics,1729.14,1870.88,Returning,0.23,Cash,Online,West-Eve,,,,2126.1,37.05,6454.54,Medium Sales
1001,,Eve,South,2669.46,35,Electronics,2745.75,3244.76,New,0.05,Bank Transfer,Online,South-Eve,,,,17465.35,654.27,5678.33,Low Sales
1005,2023-08-03,Alice,North,4426.26,12,Clothing,253.29,683.78,New,0.25,Credit Card,Online,North-Alice,2023.0,Aug,Thursday,5165.88,116.71,2051.34,Medium Sales
1090,,Charlie,North,5976.25,41,Clothing,3736.88,3946.77,Returning,0.06,Credit Card,Online,North-Charlie,,,,8605.49,143.99,9709.05,Medium Sales
1014,2023-11-02,David,West,823.51,44,Food,2257.48,2747.81,Returning,0.27,Cash,Online,West-David,2023.0,Nov,Thursday,21574.52,2619.82,32643.98,Low Sales
1027,,Bob,West,6261.2,26,Food,149.11,477.67,Returning,0.14,Cash,Retail,West-Bob,,,,8542.56,136.44,1738.72,Medium Sales
1009,,Eve,North,9813.66,47,Clothing,359.41,733.0,Returning,0.2,Bank Transfer,Retail,North-Eve,,,,17558.73,178.92,6890.2,High Sales
1079,2023-06-06,David,South,1982.07,34,Furniture,1967.96,1993.4,Returning,0.15,Credit Card,Online,South-David,2023.0,Jun,Tuesday,864.96,43.64,10166.34,Low Sales
1015,,Charlie,North,7946.69,23,Food,2937.94,3007.53,Returning,0.03,Cash,Retail,North-Charlie,,,,1600.57,20.14,2075.2,High Sales
1090,,Bob,West,9088.2,31,Clothing,2347.81,2668.02,Returning,0.09,Bank Transfer,Retail,West-Bob,,,,9926.51,109.22,7443.78,High Sales
1042,2023-06-06,Bob,North,9442.65,20,Food,3115.06,3565.58,Returning,0.3,Credit Card,Retail,North-Bob,2023.0,Jun,Tuesday,9010.4,95.42,21393.48,High Sales
1077,2023-07-02,Eve,West,9605.34,12,Clothing,2427.46,2743.09,New,0.29,Credit Card,Retail,West-Eve,2023.0,Jul,Sunday,3787.56,39.43,9545.95,High Sales
1051,2023-07-04,Alice,West,5262.45,23,Electronics,3325.43,3401.1,New,0.1,Cash,Online,West-Alice,2023.0,Jul,Tuesday,1740.41,33.07,7822.53,Medium Sales
1063,,Charlie,North,9775.35,4,Clothing,1134.67,1201.39,New,0.3,Bank Transfer,Retail,North-Charlie,,,,266.88,2.73,1441.67,High Sales
1096,2023-11-09,Eve,South,7597.37,23,Electronics,608.57,1032.22,New,0.25,Cash,Retail,South-Eve,2023.0,Nov,Thursday,9743.95,128.25,5935.26,High Sales
1052,,Charlie,East,1700.55,48,Food,3002.35,3080.61,Returning,0.18,Bank Transfer,Retail,East-Charlie,,,,3756.48,220.9,26616.47,Low Sales
1096,,Alice,North,4821.31,48,Clothing,2449.21,2714.12,New,0.01,Credit Card,Online,North-Alice,,,,12715.68,263.74,1302.78,Medium Sales
1004,,Alice,East,7211.48,1,Food,182.99,211.18,Returning,0.27,Bank Transfer,Retail,East-Alice,,,,28.19,0.39,57.02,High Sales
1094,2023-10-01,Eve,North,2548.67,25,Electronics,1933.39,1982.92,New,0.17,Bank Transfer,Online,North-Eve,2023.0,Oct,Sunday,1238.25,48.58,8427.41,Low Sales
1023,2023-05-01,Alice,East,6442.09,2,Clothing,575.32,914.77,Returning,0.26,Bank Transfer,Online,East-Alice,2023.0,May,Monday,678.9,10.54,475.68,Medium Sales
